citekey,fig_no,form,plot_type,has_defect,"hand-picked or k-of-N example, rule unstated",n or counts not shown,"axis broken, truncated or pinned",axes not comparable across panels,bar or mean standing in for a distribution,"no dispersion, error bar, CI or test",pooled where per-system was needed,two measures on one axis,claim with no quantitative panel,oracle-selected model displayed,failures not shown beside successes,other / uncategorised,hides
chib2025gpcrstates,2A-B,PLOT,scatter,1,0,1,0,0,0,0,0,0,1,0,0,0,"**y-axes are not shared and neither starts at zero** — panel a runs 0.25–2.00 Å, panel b runs ~1–6 Å, so the AF3 point cloud *looks* comparable to AF2's when its values are up to three-fold larger; the paper's central AF2-vs-AF3 comparison is exactly what this rescaling obscures. n is not printed on"
chib2025gpcrstates,2C-D,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"same absent-n and unbalanced-class problems as 2A-B; additionally the points pile up against the hard 0.0 nm floor of an absolute difference at low activity (see `metric_saturation`), and the sign of the H3-H6 error — the direction the inactive-collapse claim depends on — is discarded before plottin"
chib2025gpcrstates,3A-B,PLOT,scatter,1,0,1,0,0,0,0,0,0,1,0,0,0,"**the two colourbars use different, non-overlapping ranges** (AF2 tops out near where AF3 begins), so the same colour means a different deformation in a vs b and the panels cannot be compared by eye — again on the paper's headline comparison. The caption says ""Clusters represent distinct GPCR classe"
chib2025gpcrstates,S1,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"a single hand-picked receptor, and it is the **best-performing** one in the whole study (p9: ""the adenosine A2A receptor exhibited the lowest deformation values for both AF2 and AF3""), presented as the illustration of the metric with no statement that it is the best case. TM3 and TM6 are not labelle"
chib2025gpcrstates,S2,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"caption again says ""Clusters correspond to GPCR classes"" while the legend is 16 individual receptors, all Class A. The 16-colour sequential-hue legend is not discriminable — several adjacent entries (drd1/adrb1/opsd/gpr52, cnr1/5ht2b/ntr1) are near-identical greens, so points cannot reliably be assi"
chiesa2025templatebias,1,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
chiesa2025templatebias,3,unclassified,NOT EXTRACTED,0,0,0,0,0,0,0,0,0,0,0,0,0,—
chiesa2025templatebias,(A–D),PLOT,box or bar with error bars,1,0,0,0,0,0,0,1,0,0,0,0,0,Error bars are s.d.; per-protocol distributions pooled across 31 families
chiesa2025templatebias,7,unclassified,NOT EXTRACTED,0,0,0,0,0,0,0,0,0,0,0,0,0,—
chiesa2025templatebias,S1–S2,unclassified,NOT EXTRACTED,0,0,0,0,0,0,0,0,0,0,0,0,0,—
chitsazi2025gpcrdock4,1A,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
chitsazi2025gpcrdock4,1B,PLOT,bar,1,0,1,0,0,0,0,0,0,0,0,0,0,"The GPR139 and NMUR2 facets have **no filled self-identity bar** because no structure existed — the absence is the panel's key information but is encoded only as a missing bar with no annotation; no n, and the identity values quoted in text (27%, ~35%, ~31%) are readable only approximately off the a"
chitsazi2025gpcrdock4,1C-I,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,No quantitative panel accompanies the induced-fit claim — the magnitude of the rearrangement is asserted visually and never given as an RMSD anywhere in the paper
chitsazi2025gpcrdock4,1J,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,"Dot area encodes contact strength on an unlabelled scale — no legend maps dot size to a value, and the underlying continuous strengths (p22) are discretised invisibly; total column count is not stated"
chitsazi2025gpcrdock4,2A-B,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"The shaded ""experimental"" background is the **2013** high-resolution X-ray pair distribution (p13/p22) plotted behind **2021–2024 cryo-EM** answers, and nothing in the panel says so; the isolines are labelled only in the caption; per-point group identity is not encoded, so a group's five models cann"
chitsazi2025gpcrdock4,2C-D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**1 of 206 and 1 of 198 models shown**, selected by the assessors' own correctness ranking; no second-best or median model is rendered, so the reader sees the ceiling and not the distribution the scatter above actually reports"
chitsazi2025gpcrdock4,3A/C/E,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,1,0,0,"Each panel scores a **different, post-hoc-chosen residue window** (aa 1–8, 21–36, 18–25) yet the three are drawn on visually identical axes and compared directly in the text; the aa 1–5 dynorphin re-analysis that quadruples the OPRK result has no main-text panel at all (Supp. Fig. 6B-C, not held)"
chitsazi2025gpcrdock4,3B/D/F,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,1,0,0,"1 of 175, 1 of 155 and 1 of 152 shown, oracle-selected as in 2C-D"
chitsazi2025gpcrdock4,4A-E,PLOT,line (radar / polar polygon),1,0,0,0,0,0,0,0,0,0,0,0,1,"**Radial rings at 1, 4, 9, 16 Å are a quadratic (r ∝ √RMSD) scale**, unstated anywhere, which visually compresses large loop errors — the 16 Å ECL2 outliers mentioned on p10 sit only ~4× further from centre than the 1 Å ring; ~200 overlaid translucent polygons per panel make the density unreadable a"
chitsazi2025gpcrdock4,"5A,C",PLOT,violin,1,0,1,0,0,0,0,0,0,0,0,0,0,"Per-method n is not printed anywhere on the figure although it varies by more than an order of magnitude (11 APJ homology models vs 106 GPR139 AF-apo models, p11), so a violin built on 11 points is drawn the same width as one built on 106; **""N/A"" text is placed in the PDB column for GPR139 and NMUR"
chitsazi2025gpcrdock4,"5B,D",PLOT,violin,1,0,0,0,0,0,0,0,0,0,0,0,1,"The 2010/2013 model counts are never given, so the historical violins cannot be weighted against the 2021 ones; the rounds used different targets and different numbers of groups, and the only thing held constant is the metric (p22) — the panel invites a like-for-like reading it cannot support; same "
ekstromkelvinius2024discriminator,1,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
ekstromkelvinius2024discriminator,Table 1,unclassified,table,1,0,0,0,0,0,0,0,0,0,0,0,1,"QM9 metrics near ceiling, so differences are small"
ekstromkelvinius2024discriminator,Table 2,unclassified,table,0,0,0,0,0,0,0,0,0,0,0,0,0,—
ekstromkelvinius2024discriminator,Tables 3–8,unclassified,table,0,0,0,0,0,0,0,0,0,0,0,0,0,—
feldman2026alphainterp,1A,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"y-axis starts at ~20%, not 0, which visually exaggerates the early gap between the two curves; the two curves are within ~5 points of each other over most of the range yet the difference is called ""saturates faster"" without a number"
feldman2026alphainterp,1B,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,No error bars and no resampling estimate for a quantity (a 95%-variance cutoff) that is highly sensitive to sample size and to the stratified split; n per bar not printed
feldman2026alphainterp,1C-D,PLOT,scatter,1,0,0,0,1,0,0,0,0,0,0,0,0,"Panels use **different y-ranges** (A ≈ −20…+20, C_N ≈ −20…+10), so the visual ""weakening"" of the trend is partly an axis effect on top of the real r change (−0.917 → −0.77); pTM colour scales are not shared between panels"
feldman2026alphainterp,1E,PLOT,bar,1,0,1,0,0,0,1,0,1,0,0,0,0,"Plots a **derived difference as a third bar in the same series as the two quantities it is derived from**, which triples the apparent number of independent measurements; only the difference bars carry printed values (0.93 / 1.32 / 1.26 / 0.73), the MSA and no-MSA bars do not; no error bars, no n pri"
feldman2026alphainterp,1F-G,MATRIX,heatmap,1,0,0,0,0,0,1,0,0,0,0,0,0,"**No significance marking or multiple-comparison correction on 60 printed correlations**; p-values are covered only by the blanket statement at p37, verbatim: ""Unless otherwise noted, all statistical tests, correlations, and regression analyses reported are significant at p < 0.05"". Sequence length "
feldman2026alphainterp,1H,MATRIX,heatmap,1,0,1,0,0,0,1,1,0,0,0,0,0,**The paper's only causal result and it hides its own controls.** (i) **The random-unit-vector noise baseline specified in Methods (p31) appears nowhere in this panel or anywhere else** — there is no null row. (ii) The accurate-vs-poor stratification that carries the headline three-fold amplificatio
feldman2026alphainterp,1I-K,MATRIX,heatmap,1,0,1,0,1,0,0,0,0,0,0,0,0,"**The three panels use wildly different colour scales** (shared ~0–0.9, unique-pair ~0–0.2, unique-single ~0–0.03) with no shared reference, so the visual impression that ""pair carries more unique information"" is delivered by the colour maps as much as by the numbers — the actual unique-pair values "
feldman2026alphainterp,1L,PLOT,line,1,0,0,0,0,0,1,0,0,0,0,0,0,"The two live series are within ~0.03 R² of each other at every checkpoint and are plotted with markers large enough to overlap, so the ""context adds little"" conclusion (stated only in Methods, p26) is hard to read off the panel; no error bars; y-axis 0–1 makes all three lines sit in the lower half"
feldman2026alphainterp,1M,MATRIX,heatmap,1,1,0,0,0,0,0,0,0,0,0,0,0,"**A single hand-picked protein (7QR2, ΔTM = 0.76) with no statement of how representative it is** of the 400; the caption reports the ΔTM of this one case as if it were a result. No aggregate version of this panel exists anywhere in the paper"
feldman2026alphainterp,2A-B,MATRIX,heatmap,1,0,1,0,1,0,1,0,0,0,0,0,0,"**Floored metric presented as a finding:** 5 of the 7 columns (A_pair, B_pair and all three single columns) read 0.000–0.036 in every cell of both panels, which is the sole evidence for ""No meaningful drift is observed at Checkpoints A or B"" (p11) — a saturation floor and an absence of signal are no"
feldman2026alphainterp,2C-D,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"**x-ranges differ between the two panels** (0–0.9 vs 0–0.8) and **y-ranges differ** (~0.1–1.0 vs ~0.1–1.0 but with all no-MSA mass below 0.4), so the two fits are not visually comparable even though the panels are placed side by side to be compared. Heavy overplotting with no transparency or density"
feldman2026alphainterp,2E-F,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Dual axes with different scalings in each panel** (right axis 0–0.8 in E, ~−0.3–0.4 in F), which is exactly the construction that manufactures apparent ""tracking"" between two unrelated quantities — the crossing point of the two curves in E has no meaning. The no-MSA right axis extends **below zero"
feldman2026alphainterp,2G,PLOT,line,1,0,0,0,0,0,1,0,0,0,0,0,0,"The MSA-condition SD band is ~±0.4 bits wide at 80% while the separation between the two means is ~0.6 bits, so the bands nearly overlap at every point and no test is reported"
feldman2026alphainterp,2H,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,"The headline quantity for this panel — the mean resultant drift-vector length R̄ = 0.901 (p11) — **is not shown**: no drift vectors, no arrows, no directional summary are drawn. The reader is shown a colour gradient and told it means directional convergence. Axis percentages are printed but no n"
feldman2026alphainterp,3A,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"**Ceiling-saturated over half the panel:** at checkpoints A and B all three bars sit at ≈0.95–1.00 in both conditions, so the ""A and B remain comparatively invariant"" reading (p14) is indistinguishable from the metric having no room to move. **y-axis 0–1.0 with all data above 0.7**, compressing ever"
feldman2026alphainterp,3B,MATRIX,heatmap,1,0,1,0,0,0,1,0,0,0,0,0,0,"**The chance level is never stated or drawn** — with 5 groups of 20 in a leave-one-out scheme, chance is ≈19/99 ≈ 0.19, which would make 0.46 (the worst cell) already well above chance and would substantially change how the MSA/no-MSA gap reads. Colour scale runs 0.40–0.70, i.e. **starts far above c"
feldman2026alphainterp,3C,MATRIX,heatmap,1,0,1,0,0,1,1,0,0,0,0,0,0,"Means only — **no distribution, no dispersion, no n behind any cell** (560 pairs, and the two null columns are themselves resample means), for the comparison that carries the paper's central SABmark claim. A 3.13 → 12.80 Å shift is reported without knowing whether it is a uniform shift or a bimodal "
feldman2026alphainterp,3D,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"Colouring points by **which side of the diagonal they fall on** is tautological — the legend categories are defined by the geometry being displayed, so the colour carries no independent information while looking like a classification result. Both axes truncate at 30 Å with no indication whether any "
feldman2026alphainterp,3E,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"Four bars, no error bars, no n printed, no test — the entire fold-switch ""the model knows something is unusual"" claim rests on this panel plus a single pLDDT pair (77.4 vs 82.3) that has **no panel at all**"
feldman2026alphainterp,3F,PLOT,bar (horizontal waterfall),1,0,0,0,0,0,0,0,0,0,0,0,1,"92 domain labels are printed at a size that is illegible at any normal reproduction scale, so the identity of the 27 domains where removing the MSA *helped* — the most interesting subset in the panel — cannot be recovered. Same data as 3D in a second encoding, which double-counts one comparison acro"
feldman2026alphainterp,4A,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"**The in-panel legend box physically occludes the tops of the Sub 95% and Sub 99% bars**, i.e. two of the fifteen values cannot be read off the figure at all. **No unperturbed full-MSA control bar is drawn**, so the reference the y-values are measured against is absent from its own panel. No error b"
feldman2026alphainterp,4B,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"No error bars, no printed values, no n. Uses a **different condition set from 4A** (this panel has a Control bar, 4A does not), so the two panels immediately above and below one another cannot be read against a common x-axis"
feldman2026alphainterp,4C-D,MATRIX,heatmap,1,0,0,0,1,0,0,0,0,0,0,0,0,"**The two panels use different colour maxima (0.10 for subsampling, 0.25 for shuffling)** while being placed side by side for comparison, so the shuffling panel's larger drift is visually flattened relative to its true 2.5× advantage. Both panels are dominated by 0.000 cells (columns A, B and CN_sin"
feldman2026alphainterp,4E-F,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,"45 bars per panel in a 9-colour sequential ramp where adjacent levels are indistinguishable; **the only bar that matters (no-MSA, red) is legible but the other eight are not**, so the claimed invariance across perturbation levels is asserted by an unreadable ramp. No values printed, no error bars. T"
feldman2026alphainterp,5A,PLOT,line,1,0,1,1,0,0,0,0,0,0,0,0,0,"**Both y-axes are truncated** — the TM-score panel starts at ≈0.48 and the pTM panel at ≈0.35, neither at 0 — which magnifies the tier separation that is the panel's entire message. Only **three** depth points (1, 5, 10) are joined by straight lines that imply a continuous trend. The shaded bands ar"
feldman2026alphainterp,5B,PLOT,radar / spider,1,0,0,0,0,0,0,0,0,0,0,0,1,"**A radar chart of five metrics, two of which are monotone transforms of the others' inputs** (`1 − entropy increase` and `1 − C_N cosine distance` alongside pTM and TM-score), so the ""larger enclosed area = better"" heuristic the caption invites double-counts correlated axes. **Enclosed area depends"
