citekey,fig_no,page,gist,plot_type,data_shape,form,slot_facet,slot_vary,slot_series,slot_measure,slot_mark,slot_n,slot_rows,slot_cols,slot_value,slot_views,slot_overlay,panels,hides,reuse
bryant2024cfold,7C,8,Inter-conformation TM-score by category of conformational change,strip plot,"`PLOT \| facet: none (1) \| vary: conformational change type (3: hinge, rearrangement, fold switch) \| series: none (1) \| measure: TM-score between the two native conformations, ~0.35–0.8 \| n: 1 per point; 62 hinge, 180 rearrangement, 3 fold switch per panel`",PLOT,,,,,,,,,,,,1 panel (c),Fold-switch column holds 3 points; no summary statistic drawn on any column,"CC BY 4.0, no ND (p.12)"
bryant2024cfold,8,9,Training losses and lDDT against training step,line,"`PLOT \| facet: loss/metric term (6: lDDT CA, structure module loss, plDDT loss, distogram loss, MSA loss, total loss) \| vary: training step, 0–74,000 (continuous) \| series: none (1) \| measure: loss value / lDDT CA (compound across facets) \| n: NOT REPORTED per point; smoothed by exponential moving average, step size 100`",PLOT,,,,,,,,,,,,"6 panels (a–f), one per term, same mark and same axis so one row","Curves are EMA-smoothed with no raw trace or band shown; no validation curve is overlaid, so the divergence between falling loss and the degrading structures reported in Fig. 9d is not visible here","CC BY 4.0, no ND (p.12)"
bryant2024cfold,9A-B,10,Validation TM-score and lDDT distributions at seven training checkpoints,box,"`PLOT \| facet: metric (2: TM-score, lDDT CA) \| vary: training step (7: 10,000 … 70,000) \| series: training step (7, colour-coded) \| measure: TM-score / lDDT CA (compound across facets) \| n: 307 per box, 7 boxes per panel`",PLOT,,,,,,,,,,,,"2 panels (a, b); same mark (box) and per-facet single measure, so one row","Boxes show quartiles and whiskers only — the caption itself concedes the panels cannot see the failure they discuss: ""Visually, one can see that the network starts to make worse predictions >10,000 training steps, although this is not apparent from the metrics in (a, b, c)""","CC BY 4.0, no ND (p.12)"
bryant2024cfold,9C,10,lDDT-vs-plDDT correlation across training,line + point,"`PLOT \| facet: none (1) \| vary: training step, 0–70,000 (continuous) \| series: none (1) \| measure: Pearson R for lDDT vs plDDT (CA) \| n: 307 per point, 7 points per panel`",PLOT,,,,,,,,,,,,1 panel (c),"Only the point estimate of R is drawn, no confidence interval","CC BY 4.0, no ND (p.12)"
bryant2024cfold,9D,10,"Native 3BDL beside predictions from three checkpoints, showing secondary-structure degradation",structure render,"`RENDER \| facet: model source (4: native, 10k steps, 20k steps, 30k steps) \| views: 1 \| overlay: 1 prediction per panel on the native reference (shown separately, not superposed) \| axis: none`",RENDER,,,,,,,,,,,,"4 panels in one letter (d), one validation target",Single hand-picked target (3BDL) used to support a claim about overfitting that the aggregate panels (a–c) explicitly do not show; no quantitative panel supports the visual claim,"CC BY 4.0, no ND (p.12)"
bugrova2026representation,1,5,"N–C distance distributions for methylamine/methylammonium under both encodings, one row per tool, against quantum-chemical reference bands",line (histogram outline),"`PLOT \| facet: tool (4: AF3, Boltz-2, Chai-1, Protenix-v1) + 1 expanded-range panel for Protenix-v1 (5 panels total) \| vary: N–C distance, ~1.17–1.57 Å (continuous; expanded panel ~0.1–1.5 Å) \| series: ligand × input format (4: methylamine CCD, methylammonium CCD, methylamine SMILES, methylammonium SMILES) \| measure: count of models \| n: 500 models per series per panel; 2000 per panel (Chai-1 panel 1000, SMILES series only)`",PLOT,,,,,,,,,,,,5 stacked panels sharing one x-axis; the 5th is a zoom-out of the Protenix-v1 panel added because its tail falls off the shared axis. Chai-1 panel carries only 2 of the 4 series,"**x-axis truncated at both ends.** The Chai-1 panel carries an in-panel note ""Not shown: 1.59"" — a real prediction excluded from the visible range. Protenix-v1's 0–1 Å tail (65/1000 samples, the paper's most striking single number) is invisible in the main panel and only appears in the appended expanded panel. y-axis capped at 60 counts, so any bin exceeding it is clipped. No n annotated in the figure","CC-BY-**NC-ND** 4.0 International (stated in the header of every page, pp. 1–18, incl. p5). **ND forbids redrawing as well as modifying** — this figure cannot be redrawn or adapted; NC also bars commercial reuse"
bugrova2026representation,2A,8,"C–C distance distributions for acetate/acetic acid under both encodings, one row per tool, against QC reference bands",line (histogram outline),"`PLOT \| facet: tool (4) \| vary: C–C distance, ~1.385–1.53 Å (continuous) \| series: ligand × input format (4: acetate CCD, acetic acid CCD, acetate SMILES, acetic acid SMILES) \| measure: count of models \| n: 500 models per series per panel; 2000 per panel (Chai-1 panel 1000)`",PLOT,,,,,,,,,,,,4 stacked panels sharing one x-axis; Chai-1 panel carries only 2 of the 4 series,"**x-axis truncated.** Boltz-2 panel carries an in-panel note ""Not shown: 0.97 / 0.86"" — two excluded predictions. y-axis capped at 80 counts. No n annotated","CC-BY-NC-**ND** 4.0 (p8 header) — no derivatives, no redrawing"
bugrova2026representation,2B,8,Joint distribution of the two C–O distances within each molecule; departure from the dashed identity line is the physical signal,scatter (grid of small multiples),"`PLOT \| facet: tool (4) × ligand-format condition (4) (16 cells, 14 populated) \| vary: C–O/O1 distance, 1.1–1.4 Å (continuous) \| series: none (1; point colour is redundant with the facet row) \| measure: C–OXT / C–O2 distance, 1.15–1.35 Å (continuous) \| mark: point \| n: 1 per mark, 500 per panel`",PLOT,,,,,,,,,,,,"14 populated scatter panels in a 4×4 grid; the two vacant Chai-1 cells hold the legend and the reference chemical-structure schematic. Rows are the four ligand/format conditions, columns the four tools","Reference bands are drawn as small grey rectangles that in several panels fall entirely outside the plotted point cloud, so the magnitude of the miss is compressed to the panel edge rather than shown. No n annotated",CC-BY-NC-**ND** 4.0 (p8 header)
bugrova2026representation,3A,9,"DRD1 ribbon with all predicted methylamine/methylammonium carbon positions overlaid, PC1/PC2 axes drawn on the structure",structure render,"`RENDER \| facet: none (1) \| views: 1 (single side view of the receptor, PC1/PC2 arrows overlaid) \| overlay: NOT REPORTED predictions (all arms pooled; nominally 7000 carbon positions across 14 arms) on 1 reference (ligand-free AF3 model) \| axis: none`",RENDER,,,,,,,,,,,,1 panel,"**All 14 arms are pooled into one undifferentiated yellow point cloud.** The paper's entire result is the difference *between* arms, and this panel shows none of it. No count of overlaid points is given",CC-BY-NC-**ND** 4.0 (p9 header)
bugrova2026representation,3B,9,"KS statistic for every tool × comparison-pair, format contrasts and charge contrasts side by side",heatmap,"`MATRIX \| rows: tool (4) \| cols: comparison pair (4: methylamine SMILES vs CCD, methylammonium SMILES vs CCD, CCD methylamine vs methylammonium, SMILES methylamine vs methylammonium) \| value: Kolmogorov–Smirnov statistic on PC1 distributions, 0–1 \| facet: none (1)`",MATRIX,,,,,,,,,,,,"1 panel, 16 cells, 13 populated (3 Chai-1 cells blank)","The three blank Chai-1 cells are left white and unlabelled, indistinguishable from a missing measurement rather than an unrunnable condition. **No significance test, no CI and no n on any cell**, so 0.018 and 0.244 are visually equated as ""green"". Colour-bar tick spacing on the legend is not uniform, which distorts the colour-to-value mapping",CC-BY-NC-**ND** 4.0 (p9 header)
bugrova2026representation,3C,9,Per-arm PCA scatters of the ligand carbon positions — the panel where the format effect is actually visible,scatter (grid of small multiples),"`PLOT \| facet: tool (4) × ligand-format condition (4) (16 cells, 14 populated) \| vary: PC1, −20 to 60 Å (continuous) \| series: none (1; point colour is redundant with the facet row) \| measure: PC2, −20 to 20 Å (continuous) \| mark: point \| n: 1 per mark, 500 per panel`",PLOT,,,,,,,,,,,,"14 populated panels in a 4×4 grid; the two vacant Chai-1 cells hold the legend. Rows = ligand/format condition, columns = tool","PC2 range (−20 to 20 Å) is far narrower than PC1 (−20 to 60 Å) and the aspect ratio is not equal, so spatial spread is visually distorted. The expected D103 amino-group position is **not marked** on this panel (unlike Fig. 4C, which does carry a star), so ""at the expected position"" cannot be checked from the figure. No n annotated",CC-BY-NC-**ND** 4.0 (p9 header)
bugrova2026representation,4A,10,BarA sensor-domain ribbon with all predicted carboxyl-carbon positions overlaid,structure render,"`RENDER \| facet: none (1) \| views: 1 (single view of the Cache domain, PC1/PC2 arrows overlaid) \| overlay: NOT REPORTED predictions (all arms pooled; nominally 7000 carboxyl-carbon positions across 14 arms) on 1 reference (ligand-free AF3 model) \| axis: none`",RENDER,,,,,,,,,,,,1 panel,"All 14 arms pooled into one point cloud, as in 3A. Many points sit outside the protein entirely, but per-arm attribution is impossible. No count of overlaid points",CC-BY-NC-**ND** 4.0 (p10 header)
bugrova2026representation,4B,10,KS statistic for every tool × comparison-pair on BarA,heatmap,"`MATRIX \| rows: tool (4) \| cols: comparison pair (4: acetate CCD vs SMILES, acetic acid CCD vs SMILES, CCD acetate vs acetic acid, SMILES acetate vs acetic acid) \| value: Kolmogorov–Smirnov statistic on PC1 distributions, 0–1 \| facet: none (1)`",MATRIX,,,,,,,,,,,,"1 panel, 16 cells, 13 populated (3 Chai-1 cells blank)","Same defects as 3B: blank Chai-1 cells unlabelled, no significance test, no CI, no n, non-uniform colour-bar tick spacing",CC-BY-NC-**ND** 4.0 (p10 header)
bugrova2026representation,4C,10,"Per-arm PCA scatters of BarA carboxyl-carbon positions, with the putative binding pocket marked",scatter (grid of small multiples),"`PLOT \| facet: tool (4) × ligand-format condition (4) (16 cells, 14 populated) \| vary: PC1, −40 to 40 Å (continuous) \| series: none (1; point colour is redundant with the facet row) \| measure: PC2, −10 to 20 Å (continuous) \| mark: point + star (putative pocket, 1 per panel) \| n: 1 per mark, 500 per panel`",PLOT,,,,,,,,,,,,14 populated panels in a 4×4 grid; the two vacant Chai-1 cells hold the legend. A yellow star marks the putative pocket in every panel,"PC2 range (−10 to 20 Å) far narrower than PC1 (−40 to 40 Å) with unequal aspect ratio, so the distance from each cloud to the starred pocket is visually compressed along PC1 and stretched along PC2. The paper's claim that ""none of the algorithms recapitulate this putative binding site"" is left to the eye; **no distance-to-star is quantified anywhere**",CC-BY-NC-**ND** 4.0 (p10 header)
bugrova2026representation,Table 1,6,"Mean ± SD of every interatomic distance for all 28 tool × ligand × format arms, against quantum-chemical reference ranges",table (not a figure),"`MATRIX \| rows: ligand × input format (14 blocks across three distance types) \| cols: tool (4) + reference range (1) \| value: mean ± SD interatomic distance, Å \| facet: distance type (3: N–C, C–C, C–O)`",MATRIX,,,,,,,,,,,,"Single table, three blocks","Chai-1 CCD cells are simply empty with no marker. SDs are given but no distribution shape, so the bimodality the text notes for Protenix-v1 C–O (p7) is invisible here. One value is typeset with a comma decimal separator (""1.469±0,007""), a copy-editing slip",CC-BY-NC-**ND** 4.0 (p6 header)
chai2024chai1,1,2,"Chai-1 architecture and the optional input tracks: LM embeddings, templates, genetic search, wet-lab contacts from XL-MS or epitope mapping",schematic,`SCHEMATIC \| model architecture block diagram with optional input feature tracks feeding a trunk and diffusion module \| no data`,SCHEMATIC,,,,,,,,,,,,1,"Caption asserts a ""wide variety of optional input features"" but the figure is the only architecture description in the paper — no layer counts, no dimensions, no parameter count anywhere in text or figure","CC-BY-NC 4.0, no ND (p2)"
chai2024chai1,2,3,Headline result: success rate of Chai-1 vs four comparators across six benchmark tasks,bar,"`PLOT \| facet: modality (2: Ligand PoseBusters set, Proteins) \| vary: benchmark task (6: PoseBusters ×3 method-specific groups, All protein-protein, Antibody-protein, Protein monomers) \| series: method (5: Chai-1, Chai-1 single-seq, AF2.3, AF3, RoseTTAFold All-Atom) \| measure: success (percent) — pocket-aligned ligand RMSD < 2 Å, DockQ > 0.23, or Cα-LDDT depending on task \| mark: bar \| n: n = 427 per PoseBusters mark, 929 / 121 / 271 clusters per protein mark; per-panel n as labelled on the axis`",PLOT,,,,,,,,,,,,"2 panels sharing one y-axis and one legend; panels vary by modality, not by method","**Three different metrics are stacked on one ""Success (percent)"" axis** — RMSD < 2 Å, DockQ > 0.23 and Cα-LDDT are not the same quantity and are only comparable by being 0–100. The left panel's series are exclusive (each method appears once, so the ""series"" is really the x-axis there) while the right panel's series are shared; the two halves therefore encode method differently. Cα-LDDT is a continuous mean shown as a ""success percent"" bar. **Bars hide distributions** throughout: only a mean and an error bar are drawn, though per-target LDDT and DockQ distributions exist and are shown as boxplots elsewhere (Fig S3). Significance is shown only as unlabelled horizontal bars with no p-values in the figure","CC-BY-NC 4.0, no ND (p3)"
chai2024chai1,3,4,"Manual inspection of a PoseBusters ""failure"": Chai-1's 7Q2B ligand sits deeper than the reference, which contains a blocking DMS molecule; two related structures without DMS bind deep",structure render,"`RENDER \| facet: PDB entry (3: 7Q2B, 7Q2C, 7Q2F) \| views: 1 \| overlay: 1 prediction on 1 reference (7Q2B only; 7Q2C and 7Q2F show reference only) \| axis: none`",RENDER,,,,,,,,,,,,"3, varying by system","The argument is that a benchmark failure is a benchmark artefact, and it is made entirely from three hand-picked renders with **no quantitative panel at all** — no count of how many PoseBusters targets contain crystallization aids, no re-scored success rate with such cases excluded. One RMSD (1.73 Å) is quoted in the caption","CC-BY-NC 4.0, no ND (p4)"
