experiment_slug_or_cluster,receptor,receptor_class,backbone,partner_type,n,n_pass,pass_rate,n_active,n_inactive,n_borderline,frac_active,median_d_tm6,median_d_npxxy,median_plddt_at_anchors
w50_2_apo_gapfill,EDNRB,A,chai,apo,20,20,100.0%,0,20,0,0.00,7.90,18.31,78.98
w50_2_apo_gapfill,FSHR,A,boltz,apo,20,20,100.0%,13,7,0,0.65,15.04,14.70,74.67
w50_2_apo_gapfill,FSHR,A,chai,apo,20,20,100.0%,5,10,5,0.25,12.26,15.24,77.03
w50_2_apo_gapfill,NK1R,A,boltz,apo,20,20,100.0%,1,0,0,0.05,8.72,17.51,88.68
w50_2_apo_gapfill,NK1R,A,chai,apo,20,20,100.0%,1,0,0,0.05,8.85,17.59,87.94
w50_2_apo_gapfill,OPRM,A,boltz,apo,20,20,100.0%,0,20,0,0.00,8.28,19.32,94.57
w50_2_apo_gapfill,OPRM,A,chai,apo,20,20,100.0%,0,20,0,0.00,8.56,19.23,83.20
w50_2_apo_gapfill,PD2R2,A,boltz,apo,20,20,100.0%,0,20,0,0.00,11.88,20.05,91.09
w50_2_apo_gapfill,PD2R2,A,chai,apo,20,20,100.0%,0,20,0,0.00,11.70,18.87,79.75
w54b_apo_topup,AA2AR,A,of3,apo,30,30,100.0%,0,0,0,0.00,7.65,17.95,79.60
w54b_apo_topup,ACM2,A,boltz,apo,15,15,100.0%,0,15,0,0.00,9.59,17.93,84.40
w54b_apo_topup,ACM2,A,of3,apo,30,30,100.0%,0,29,1,0.00,9.18,17.83,75.15
w54b_apo_topup,ACM3,A,boltz,apo,15,15,100.0%,0,0,0,0.00,8.18,17.47,85.31
w54b_apo_topup,ACM3,A,of3,apo,30,30,100.0%,0,0,0,0.00,9.28,17.66,75.75
w54b_apo_topup,ADRB1,A,boltz,apo,15,0,0.0%,0,0,0,0.00,,,
w54b_apo_topup,ADRB1,A,of3,apo,30,0,0.0%,0,0,0,0.00,,,
w54b_apo_topup,ADRB2,A,boltz,apo,15,15,100.0%,0,15,0,0.00,10.43,17.84,85.29
w54b_apo_topup,ADRB2,A,of3,apo,30,30,100.0%,0,10,20,0.00,13.79,15.29,72.13
w54b_apo_topup,CCR8,A,boltz,apo,15,15,100.0%,1,0,0,0.07,9.16,19.71,86.45
w54b_apo_topup,CCR8,A,of3,apo,30,30,100.0%,14,0,0,0.47,10.14,19.42,73.77
w54b_apo_topup,CXCR3,A,boltz,apo,15,15,100.0%,3,0,0,0.20,11.26,19.25,74.24
w54b_apo_topup,CXCR3,A,of3,apo,30,30,100.0%,7,0,0,0.23,11.00,18.80,67.28
w54b_apo_topup,CXCR4,A,boltz,apo,15,15,100.0%,4,9,2,0.27,10.14,21.70,77.92
w54b_apo_topup,CXCR4,A,of3,apo,30,30,100.0%,13,17,0,0.43,10.15,18.61,72.30
w54b_apo_topup,DRD2,A,boltz,apo,15,15,100.0%,0,15,0,0.00,7.98,18.70,87.72
w54b_apo_topup,DRD2,A,of3,apo,30,30,100.0%,0,29,1,0.00,8.28,18.45,78.96
w54b_apo_topup,EDNRB,A,boltz,apo,15,15,100.0%,0,13,2,0.00,9.49,17.00,73.43
w54b_apo_topup,EDNRB,A,of3,apo,30,30,100.0%,0,30,0,0.00,7.82,18.53,73.52
w54b_apo_topup,FSHR,A,boltz,apo,15,15,100.0%,14,1,0,0.93,16.01,14.38,75.01
w54b_apo_topup,FSHR,A,of3,apo,15,15,100.0%,0,3,12,0.00,13.02,14.03,70.87
w54b_apo_topup,NK1R,A,boltz,apo,15,15,100.0%,0,0,0,0.00,8.65,17.52,88.98
w54b_apo_topup,NK1R,A,of3,apo,30,30,100.0%,3,0,0,0.10,8.70,17.69,79.96
w54b_apo_topup,OPRM,A,boltz,apo,15,15,100.0%,0,13,0,0.00,8.38,19.21,93.98
w54b_apo_topup,OPRM,A,of3,apo,30,30,100.0%,0,24,0,0.00,8.57,18.98,78.27
w54b_apo_topup,PD2R2,A,boltz,apo,15,15,100.0%,0,15,0,0.00,11.67,20.11,91.04
w54b_apo_topup,PD2R2,A,of3,apo,30,30,100.0%,0,30,0,0.00,11.92,19.05,75.56
w6d_beta2ar_chemistry_code,ADRB2,A,boltz,α5_ct_variant,440,440,100.0%,168,254,18,0.38,11.25,17.70,87.12
w8_holo_factorial,5HT1B,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.95,17.14,91.23
w8_holo_factorial,5HT1B,A,boltz,cognate_ga,5,5,100.0%,0,0,5,0.00,17.80,15.22,93.03
w8_holo_factorial,5HT1B,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.84,16.97,65.96
w8_holo_factorial,5HT1B,A,of3,cognate_ga,5,5,100.0%,2,0,3,0.40,18.01,13.83,93.31
w8_holo_factorial,5HT1B,A,protenix,apo,5,5,100.0%,0,5,0,0.00,10.69,15.81,78.53
w8_holo_factorial,5HT1B,A,protenix,cognate_ga,5,5,100.0%,0,0,5,0.00,17.63,13.98,91.03
w8_holo_factorial,5HT2A,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.43,18.43,95.67
w8_holo_factorial,5HT2A,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,13.43,15.28,96.70
w8_holo_factorial,5HT2A,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.85,18.18,67.94
w8_holo_factorial,5HT2A,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,12.98,15.48,88.89
w8_holo_factorial,5HT2A,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.24,17.96,83.71
w8_holo_factorial,5HT2A,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,13.17,15.28,87.94
w8_holo_factorial,5HT2C,A,boltz,apo,5,5,100.0%,1,4,0,0.20,10.85,15.32,85.06
w8_holo_factorial,5HT2C,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,13.65,14.54,90.81
w8_holo_factorial,5HT2C,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.73,17.80,67.27
w8_holo_factorial,5HT2C,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.18,15.35,86.49
w8_holo_factorial,5HT2C,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.26,17.99,81.46
w8_holo_factorial,5HT2C,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.17,15.13,85.98
w8_holo_factorial,AA1R,A,boltz,apo,5,5,100.0%,0,5,0,0.00,7.87,17.95,97.02
w8_holo_factorial,AA1R,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,15.93,14.25,92.44
w8_holo_factorial,AA1R,A,of3,apo,5,5,100.0%,3,2,0,0.60,15.80,14.02,75.32
w8_holo_factorial,AA1R,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,16.24,14.01,88.42
w8_holo_factorial,AA1R,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.13,17.87,90.12
w8_holo_factorial,AA1R,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,16.06,14.02,88.01
w8_holo_factorial,AA2AR,A,boltz,apo,5,5,100.0%,0,0,0,0.00,7.63,17.85,91.21
w8_holo_factorial,AA2AR,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,18.12,13.21,88.61
w8_holo_factorial,AA2AR,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.42,17.93,75.34
w8_holo_factorial,AA2AR,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,18.18,13.65,87.33
w8_holo_factorial,AA2AR,A,protenix,apo,5,5,100.0%,0,0,0,0.00,7.70,17.95,85.27
w8_holo_factorial,AA2AR,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.14,13.50,89.40
w8_holo_factorial,ACM2,A,boltz,apo,5,5,100.0%,0,4,1,0.00,9.71,17.21,90.26
w8_holo_factorial,ACM2,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,15.66,13.85,92.17
w8_holo_factorial,ACM2,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.87,17.56,65.40
w8_holo_factorial,ACM2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.59,13.89,92.12
w8_holo_factorial,ACM2,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.12,17.94,82.35
w8_holo_factorial,ACM2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.70,13.91,90.88
w8_holo_factorial,ACM4,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.00,18.21,90.68
w8_holo_factorial,ACM4,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,15.79,13.90,93.88
w8_holo_factorial,ACM4,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.12,17.96,71.32
w8_holo_factorial,ACM4,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.54,13.59,89.17
w8_holo_factorial,ACM4,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.06,17.83,83.91
w8_holo_factorial,ACM4,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,15.19,13.64,91.04
w8_holo_factorial,ADA1A,A,boltz,apo,5,5,100.0%,0,0,0,0.00,7.36,18.23,90.07
w8_holo_factorial,ADA1A,A,boltz,cognate_ga,5,5,100.0%,0,5,0,0.00,15.68,16.54,90.34
w8_holo_factorial,ADA1A,A,of3,apo,5,5,100.0%,0,0,0,0.00,6.87,18.03,74.21
w8_holo_factorial,ADA1A,A,of3,cognate_ga,5,5,100.0%,0,5,0,0.00,16.72,14.06,85.07
w8_holo_factorial,ADA1A,A,protenix,apo,5,5,100.0%,0,0,0,0.00,7.18,18.21,84.78
w8_holo_factorial,ADA1A,A,protenix,cognate_ga,5,5,100.0%,0,5,0,0.00,16.45,14.08,86.10
w8_holo_factorial,ADA2A,A,boltz,apo,5,5,100.0%,0,5,0,0.00,8.94,18.34,86.46
w8_holo_factorial,ADA2A,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,18.31,13.99,90.73
w8_holo_factorial,ADA2A,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.34,18.42,74.63
w8_holo_factorial,ADA2A,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,17.68,13.84,89.21
w8_holo_factorial,ADA2A,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.99,18.30,81.22
w8_holo_factorial,ADA2A,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,17.66,13.88,88.29
w8_holo_factorial,ADRB1,A,boltz,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,ADRB1,A,boltz,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,ADRB1,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,ADRB1,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,ADRB1,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,ADRB1,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,ADRB2,A,boltz,apo,5,5,100.0%,0,5,0,0.00,11.12,17.84,86.04
w8_holo_factorial,ADRB2,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,18.47,14.22,84.99
w8_holo_factorial,ADRB2,A,of3,apo,5,5,100.0%,2,1,2,0.40,14.32,15.42,70.82
w8_holo_factorial,ADRB2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,19.40,14.56,86.43
w8_holo_factorial,ADRB2,A,protenix,apo,5,5,100.0%,0,0,5,0.00,14.03,14.65,74.99
w8_holo_factorial,ADRB2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,17.80,14.17,87.47
w8_holo_factorial,B1B1U5,other,of3,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,B1B1U5,other,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,CCKAR,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.39,18.52,90.11
w8_holo_factorial,CCKAR,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.00,14.12,89.68
w8_holo_factorial,CCKAR,A,of3,apo,5,5,100.0%,5,0,0,1.00,13.67,13.96,78.78
w8_holo_factorial,CCKAR,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.90,14.48,90.18
w8_holo_factorial,CCKAR,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.30,18.48,89.05
w8_holo_factorial,CCKAR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.93,13.74,90.62
w8_holo_factorial,CCR8,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.29,19.51,90.27
w8_holo_factorial,CCR8,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.13,14.05,94.26
w8_holo_factorial,CCR8,A,of3,apo,5,5,100.0%,3,0,0,0.60,14.56,18.43,67.64
w8_holo_factorial,CCR8,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.98,13.83,89.75
w8_holo_factorial,CCR8,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.59,19.52,79.95
w8_holo_factorial,CCR8,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.74,13.87,90.82
w8_holo_factorial,CNR1,A,boltz,apo,5,5,100.0%,5,0,0,1.00,13.43,13.70,80.32
w8_holo_factorial,CNR1,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.49,13.34,85.53
w8_holo_factorial,CNR1,A,of3,apo,5,5,100.0%,3,0,2,0.60,12.91,13.62,71.07
w8_holo_factorial,CNR1,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.39,12.99,87.11
w8_holo_factorial,CNR1,A,protenix,apo,5,5,100.0%,1,4,0,0.20,7.57,16.12,76.40
w8_holo_factorial,CNR1,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.06,13.48,88.65
w8_holo_factorial,CXCR3,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.96,19.35,76.71
w8_holo_factorial,CXCR3,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.16,16.65,83.05
w8_holo_factorial,CXCR3,A,of3,apo,5,5,100.0%,2,0,0,0.40,11.12,18.93,65.37
w8_holo_factorial,CXCR3,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.52,13.66,86.79
w8_holo_factorial,CXCR3,A,protenix,apo,5,5,100.0%,0,0,0,0.00,10.59,18.82,68.77
w8_holo_factorial,CXCR3,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.01,13.79,88.83
w8_holo_factorial,CXCR4,A,boltz,apo,5,5,100.0%,0,4,1,0.00,9.95,21.18,85.42
w8_holo_factorial,CXCR4,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,13.57,18.67,92.24
w8_holo_factorial,CXCR4,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.59,19.72,69.11
w8_holo_factorial,CXCR4,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.95,14.03,86.89
w8_holo_factorial,CXCR4,A,protenix,apo,5,5,100.0%,3,2,0,0.60,13.24,14.53,75.59
w8_holo_factorial,CXCR4,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.52,13.88,88.57
w8_holo_factorial,DRD2,A,boltz,apo,5,5,100.0%,0,5,0,0.00,7.81,18.69,95.07
w8_holo_factorial,DRD2,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,13.78,16.78,92.85
w8_holo_factorial,DRD2,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.23,19.00,75.53
w8_holo_factorial,DRD2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.04,15.00,80.55
w8_holo_factorial,DRD2,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.10,18.14,82.52
w8_holo_factorial,DRD2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.24,14.82,85.31
w8_holo_factorial,DRD4,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.15,18.33,77.60
w8_holo_factorial,DRD4,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,15.11,16.06,76.17
w8_holo_factorial,DRD4,A,of3,apo,5,5,100.0%,0,4,0,0.00,9.69,18.52,70.84
w8_holo_factorial,DRD4,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,16.24,17.98,69.95
w8_holo_factorial,DRD4,A,protenix,apo,5,5,100.0%,0,0,0,0.00,8.13,18.33,74.10
w8_holo_factorial,DRD4,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,12.91,14.42,86.83
w8_holo_factorial,GHSR,A,boltz,apo,5,5,100.0%,0,5,0,0.00,8.45,18.28,98.18
w8_holo_factorial,GHSR,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.11,13.71,97.15
w8_holo_factorial,GHSR,A,of3,apo,5,5,100.0%,1,4,0,0.20,9.47,16.90,68.26
w8_holo_factorial,GHSR,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.90,14.39,91.37
w8_holo_factorial,GHSR,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.23,18.67,81.32
w8_holo_factorial,GHSR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.13,13.92,88.24
w8_holo_factorial,HRH1,A,boltz,apo,5,5,100.0%,0,5,0,0.00,10.65,17.59,79.06
w8_holo_factorial,HRH1,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,16.81,14.12,86.24
w8_holo_factorial,HRH1,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.66,18.10,77.27
w8_holo_factorial,HRH1,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,17.07,17.43,71.91
w8_holo_factorial,HRH1,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.55,17.63,78.61
w8_holo_factorial,HRH1,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,16.84,13.98,85.61
w8_holo_factorial,HRH2,A,boltz,apo,5,5,100.0%,0,4,0,0.00,9.71,17.78,77.65
w8_holo_factorial,HRH2,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,17.77,16.65,86.78
w8_holo_factorial,HRH2,A,of3,apo,5,5,100.0%,0,4,0,0.00,9.19,17.55,74.00
w8_holo_factorial,HRH2,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,17.96,13.63,89.49
w8_holo_factorial,HRH2,A,protenix,apo,5,5,100.0%,0,0,0,0.00,16.81,13.89,67.92
w8_holo_factorial,HRH2,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.58,13.79,87.74
w8_holo_factorial,HRH3,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.13,18.60,92.43
w8_holo_factorial,HRH3,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.77,16.49,88.55
w8_holo_factorial,HRH3,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.02,17.73,77.33
w8_holo_factorial,HRH3,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.64,13.75,82.54
w8_holo_factorial,HRH3,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.74,17.27,80.02
w8_holo_factorial,HRH3,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,15.49,13.67,86.00
w8_holo_factorial,MTR1A,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.33,17.92,90.29
w8_holo_factorial,MTR1A,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,19.28,16.38,92.57
w8_holo_factorial,MTR1A,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.15,18.01,69.20
w8_holo_factorial,MTR1A,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,18.13,15.06,78.20
w8_holo_factorial,MTR1A,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.26,17.91,85.47
w8_holo_factorial,MTR1A,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.15,14.61,85.85
w8_holo_factorial,OPRK,A,boltz,apo,5,5,100.0%,0,5,0,0.00,8.32,19.70,95.53
w8_holo_factorial,OPRK,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,14.62,14.56,97.54
w8_holo_factorial,OPRK,A,of3,apo,5,5,100.0%,2,3,0,0.40,8.43,18.76,68.26
w8_holo_factorial,OPRK,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.78,14.66,93.43
w8_holo_factorial,OPRK,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.49,19.37,88.74
w8_holo_factorial,OPRK,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.50,14.48,89.89
w8_holo_factorial,OPRM,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,14.62,14.38,97.24
w8_holo_factorial,OPRM,A,of3,apo,5,5,100.0%,0,2,0,0.00,13.30,14.80,67.89
w8_holo_factorial,OPRM,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,14.83,14.16,94.22
w8_holo_factorial,OPRM,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.58,19.19,88.19
w8_holo_factorial,OPRM,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,14.90,14.20,92.40
w8_holo_factorial,OPSD,A,boltz,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,OPSD,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,OPSD,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,OPSD,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,OPSD,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,OX2R,A,boltz,cognate_ga,5,5,100.0%,5,0,0,1.00,13.48,15.62,94.74
w8_holo_factorial,OX2R,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.09,17.44,72.67
w8_holo_factorial,OX2R,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.45,14.17,88.70
w8_holo_factorial,OX2R,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.00,17.84,90.38
w8_holo_factorial,OX2R,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.69,13.71,90.10
w8_holo_factorial,S1PR5,A,boltz,cognate_ga,5,5,100.0%,3,1,1,0.60,15.71,16.55,93.18
w8_holo_factorial,S1PR5,A,of3,apo,5,5,100.0%,0,4,1,0.00,12.76,16.45,62.16
w8_holo_factorial,S1PR5,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.59,15.31,84.83
w8_holo_factorial,S1PR5,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.14,17.06,76.31
w8_holo_factorial,S1PR5,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,15.26,14.90,87.55
w8_holo_factorial,SSR2,A,boltz,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,SSR2,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,SSR2,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,SSR2,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
w8_holo_factorial,SSR2,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w2,ADRB2,A,boltz,α5_ct_variant,100,100,100.0%,99,1,0,0.99,17.67,13.99,87.94
weekend_2026_08_22/w4c,ADRB2,A,of3,α5_ct_variant,20,20,100.0%,20,0,0,1.00,18.08,14.44,85.22
weekend_2026_08_22/w4c,ADRB2,A,protenix,α5_ct_variant,20,20,100.0%,20,0,0,1.00,17.83,14.26,88.71
weekend_2026_08_22/w4f,,,boltz,apo,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w4f,,,boltz,α5_ct_fragment,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w4f,,,of3,apo,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w4f,,,of3,α5_ct_fragment,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w4f,,,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w4f,,,protenix,α5_ct_fragment,5,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w4f,AA2BR,A,boltz,apo,5,5,100.0%,0,0,0,0.00,7.77,18.33,92.96
weekend_2026_08_22/w4f,AA2BR,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,15.17,16.79,84.09
weekend_2026_08_22/w4f,AA2BR,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.68,15.18,69.40
weekend_2026_08_22/w4f,AA2BR,A,of3,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,18.08,13.64,91.64
weekend_2026_08_22/w4f,AA2BR,A,protenix,apo,5,5,100.0%,0,0,0,0.00,7.96,18.05,89.02
weekend_2026_08_22/w4f,AA2BR,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,7.80,18.03,87.69
weekend_2026_08_22/w4f,BRS3,A,boltz,apo,5,5,100.0%,0,0,0,0.00,8.23,18.64,87.43
weekend_2026_08_22/w4f,BRS3,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,13.98,14.69,95.10
weekend_2026_08_22/w4f,BRS3,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.95,18.45,69.09
weekend_2026_08_22/w4f,BRS3,A,of3,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,13.91,15.88,73.69
weekend_2026_08_22/w4f,BRS3,A,protenix,apo,5,5,100.0%,0,0,0,0.00,7.52,18.94,84.01
weekend_2026_08_22/w4f,BRS3,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,7.57,18.86,86.77
weekend_2026_08_22/w4f,CCKAR,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.58,18.55,91.13
weekend_2026_08_22/w4f,CCKAR,A,boltz,α5_ct_fragment,5,5,100.0%,0,4,1,0.00,10.71,18.64,92.91
weekend_2026_08_22/w4f,CCKAR,A,of3,apo,5,5,100.0%,5,0,0,1.00,13.51,14.06,77.69
weekend_2026_08_22/w4f,CCKAR,A,of3,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,14.02,13.86,84.44
weekend_2026_08_22/w4f,CCKAR,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.39,18.48,88.44
weekend_2026_08_22/w4f,CCKAR,A,protenix,α5_ct_fragment,5,5,100.0%,0,5,0,0.00,9.50,18.48,88.24
weekend_2026_08_22/w4f,CCR6,A,boltz,apo,5,5,100.0%,1,0,0,0.20,10.98,19.29,80.16
weekend_2026_08_22/w4f,CCR6,A,boltz,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,13.38,18.32,92.75
weekend_2026_08_22/w4f,CCR6,A,of3,apo,5,5,100.0%,5,0,0,1.00,14.31,15.67,65.00
weekend_2026_08_22/w4f,CCR6,A,of3,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,13.84,14.38,75.15
weekend_2026_08_22/w4f,CCR6,A,protenix,apo,5,5,100.0%,0,0,0,0.00,10.74,18.96,77.08
weekend_2026_08_22/w4f,CCR6,A,protenix,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,13.51,13.86,90.74
weekend_2026_08_22/w4f,CCR8,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.36,19.58,87.39
weekend_2026_08_22/w4f,CCR8,A,boltz,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,14.80,14.21,94.62
weekend_2026_08_22/w4f,CCR8,A,of3,apo,5,5,100.0%,4,0,0,0.80,13.85,18.66,65.36
